tender_id,department,category,company_id,company_name,bid_amount,estimated_value,winner,director_name,date
TND-1090,Defense,Supplies,COMP010,JetStream Solutions,6826862.89,7780137.31,1,Rajesh Kumar,2024-12-13
TND-1090,Defense,Supplies,COMP011,KingsBridge Corp,7295751.62,7780137.31,0,Suman Reddy,2024-12-13
TND-1091,Public Works,Training,COMP006,FusionTech Systems,46452492.12,49011612.48,0,Anand Mehta,2024-08-08
TND-1091,Public Works,Training,COMP003,CrestLine Solutions,44043083.94,49011612.48,0,Priya Shah,2024-08-08
TND-1091,Public Works,Training,COMP015,OmniGroup Services,48522489.15,49011612.48,0,Arun Sharma,2024-08-08
TND-1091,Public Works,Training,COMP005,Evergreen Constructions,42740267.19,49011612.48,0,Suresh Iyer,2024-08-08
TND-1091,Public Works,Training,COMP013,Meridian Works,40324745.2,49011612.48,1,Kavita Joshi,2024-08-08
TND-1091,Public Works,Training,COMP010,JetStream Solutions,41104270.88,49011612.48,0,Rajesh Kumar,2024-08-08
TND-1092,Education,Maintenance,COMP008,HighPoint Services,5782240.67,6838269.03,0,Lakshmi Rao,2025-11-08
TND-1092,Education,Maintenance,COMP007,GlobalEdge Infra,5755416.49,6838269.03,1,Deepa Verma,2025-11-08
TND-1092,Education,Maintenance,COMP005,Evergreen Constructions,6785357.4,6838269.03,0,Kavita Joshi,2025-11-08
TND-1092,Education,Maintenance,COMP004,Delta Engineering Co,5843738.71,6838269.03,0,Anand Mehta,2025-11-08
TND-1092,Education,Maintenance,COMP009,InfraPrime Ltd,6179744.99,6838269.03,0,Pooja Bhat,2025-11-08
TND-1092,Education,Maintenance,COMP002,BlueHorizon Services,7310359.35,6838269.03,0,Amit Patel,2025-11-08
TND-1092,Education,Maintenance,COMP006,FusionTech Systems,6442938.39,6838269.03,0,Anand Mehta,2025-11-08
TND-1093,Transport,Security Services,COMP004,Delta Engineering Co,28569381.36,33544108.06,0,Anand Mehta,2024-02-26
TND-1093,Transport,Security Services,COMP013,Meridian Works,28770335.54,33544108.06,0,Kavita Joshi,2024-02-26
TND-1093,Transport,Security Services,COMP003,CrestLine Solutions,27246556.83,33544108.06,1,Priya Shah,2024-02-26
TND-1093,Transport,Security Services,COMP005,Evergreen Constructions,28535319.25,33544108.06,0,Kavita Joshi,2024-02-26
TND-1093,Transport,Security Services,COMP012,Lumencraft Industries,29638805.78,33544108.06,0,Amit Patel,2024-02-26
TND-1094,Health & Sanitation,IT Services,COMP009,InfraPrime Ltd,8467898.67,9262018.97,1,Arun Sharma,2025-01-24
TND-1094,Health & Sanitation,IT Services,COMP015,OmniGroup Services,8640225.16,9262018.97,0,Rajesh Kumar,2025-01-24
TND-1094,Health & Sanitation,IT Services,COMP011,KingsBridge Corp,8545958.16,9262018.97,0,Suman Reddy,2025-01-24
TND-1094,Health & Sanitation,IT Services,COMP006,FusionTech Systems,8604470.46,9262018.97,0,Ravi Nair,2025-01-24
TND-1095,Public Works,Maintenance,COMP001,Apex Infrastructure Ltd,20470414.57,25419154.91,1,Priya Shah,2024-03-20
TND-1095,Public Works,Maintenance,COMP010,JetStream Solutions,21103520.18,25419154.91,0,Rajesh Kumar,2024-03-20
TND-1095,Public Works,Maintenance,COMP015,OmniGroup Services,26126994.59,25419154.91,0,Rajesh Kumar,2024-03-20
TND-1095,Public Works,Maintenance,COMP012,Lumencraft Industries,24993488.32,25419154.91,0,Lakshmi Rao,2024-03-20
TND-1095,Public Works,Maintenance,COMP011,KingsBridge Corp,21384050.86,25419154.91,0,Deepa Verma,2024-03-20
TND-1095,Public Works,Maintenance,COMP013,Meridian Works,26617170.92,25419154.91,0,Ravi Nair,2024-03-20
TND-1095,Public Works,Maintenance,COMP005,Evergreen Constructions,26929734.56,25419154.91,0,Suresh Iyer,2024-03-20
TND-1096,Transport,Medical Equipment,COMP009,InfraPrime Ltd,3111349.01,3523359.01,0,Pooja Bhat,2024-09-06
TND-1096,Transport,Medical Equipment,COMP002,BlueHorizon Services,3670848.17,3523359.01,0,Amit Patel,2024-09-06
TND-1096,Transport,Medical Equipment,COMP007,GlobalEdge Infra,3609603.46,3523359.01,0,Deepa Verma,2024-09-06
TND-1096,Transport,Medical Equipment,COMP005,Evergreen Constructions,3013727.35,3523359.01,1,Suresh Iyer,2024-09-06
TND-1096,Transport,Medical Equipment,COMP006,FusionTech Systems,3039971.06,3523359.01,0,Anand Mehta,2024-09-06
TND-1096,Transport,Medical Equipment,COMP004,Delta Engineering Co,3210279.07,3523359.01,0,Anand Mehta,2024-09-06
TND-1097,Education,IT Services,COMP004,Delta Engineering Co,24128294.35,24483887.77,0,Vikram Singh,2024-08-29
TND-1097,Education,IT Services,COMP003,CrestLine Solutions,22296842.26,24483887.77,0,Priya Shah,2024-08-29
TND-1097,Education,IT Services,COMP010,JetStream Solutions,22984504.64,24483887.77,0,Vikram Singh,2024-08-29
TND-1097,Education,IT Services,COMP014,NovaTech Engineering,25077408.58,24483887.77,0,Neha Gupta,2024-08-29
TND-1097,Education,IT Services,COMP011,KingsBridge Corp,19856554.44,24483887.77,1,Deepa Verma,2024-08-29
TND-1098,Defense,Security Services,COMP006,FusionTech Systems,12280276.05,12995628.75,1,Ravi Nair,2025-10-20
TND-1098,Defense,Security Services,COMP014,NovaTech Engineering,12555526.28,12995628.75,0,Neha Gupta,2025-10-20
TND-1098,Defense,Security Services,COMP011,KingsBridge Corp,12566149.45,12995628.75,0,Deepa Verma,2025-10-20
TND-1098,Defense,Security Services,COMP015,OmniGroup Services,12345254.19,12995628.75,0,Rajesh Kumar,2025-10-20
TND-1098,Defense,Security Services,COMP003,CrestLine Solutions,12522119.68,12995628.75,0,Priya Shah,2025-10-20
TND-1098,Defense,Security Services,COMP008,HighPoint Services,12566411.33,12995628.75,0,Lakshmi Rao,2025-10-20
TND-1098,Defense,Security Services,COMP002,BlueHorizon Services,12415585.75,12995628.75,0,Amit Patel,2025-10-20
TND-1099,Education,Maintenance,COMP014,NovaTech Engineering,12627105.49,13827539.93,0,Neha Gupta,2025-04-07
TND-1099,Education,Maintenance,COMP005,Evergreen Constructions,11145292.53,13827539.93,1,Kavita Joshi,2025-04-07
TND-1099,Education,Maintenance,COMP002,BlueHorizon Services,12398100.7,13827539.93,0,Amit Patel,2025-04-07
TND-1099,Education,Maintenance,COMP011,KingsBridge Corp,11939173.67,13827539.93,0,Deepa Verma,2025-04-07
TND-1099,Education,Maintenance,COMP013,Meridian Works,12420576.76,13827539.93,0,Kavita Joshi,2025-04-07
